generic_name,dosage_form_raw,dosage_form_normalized,route,administration_instructions,device_category,technique_category,self_use_video_relevance,device_specificity,exact_device_review_required,exact_device_name,source_file,source_page,review_status,review_notes
Glycerin,"Rectal Suppositories: 1.4 gm, 1.47 gm, 1.61 gm. 70% w/w",suppository,Rectal,"Rectal 
Pharmacologic 
Category 
Laxative, Osmotic 
ATC: A06AX01 
Indications 
• For occasional use as a stimulant laxative for the treatment of constipation.",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,117,pending,"Suppository insertion, unwrapping, position, and retention"
Glycerin,Infantile rectal suppository: 0.7gm,suppository,Rectal,"Rectal 
Pharmacologic 
Category 
Laxative, Osmotic 
ATC: A06AX01 
Indications 
• For occasional use as a stimulant laxative for the treatment of constipation.",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,117,pending,"Suppository insertion, unwrapping, position, and retention"
Bisacodyl,"Suppository: 5 mg, 10 mg",suppository,"Oral, Rectal","Oral, Rectal 
Pharmacologic 
Category 
Laxative, Stimulant 
ATC: A06AG02 
Indications 
• Short-term relief of occasional constipation whenever a stimulant laxative is",rectal,suppository,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,130,pending,"Suppository insertion, unwrapping, position, and retention"
Docusate sodium,Ear drops (wax): 5 gm/100 mL,ear_drops,"Oral, Rectal, Otic","Oral, Rectal, Otic 
Pharmacologic 
Category 
Laxative, Stimulant; Stool Softener 
Oral ATC: A06AA02 
Indications 
Oral",otic,ear_drops,yes,generic_technique,false,,egypt_gastrointestinal_formulary_2025.pdf,135,pending,"Ear drop administration, ear canal positioning, and head-tilt hold"
Diazepam,Rectal Suppositories: 10 mg,suppository,"IM, IV, Oral, Rectal","IM, IV, Oral, Rectal 
Pharmacologic 
Category 
Anticonvulsant, Antiseizure Agent, Benzodiazepine. 
ATC: N05BA01 
Indications 
•",rectal,suppository,yes,generic_technique,false,,egypt_nervous_system_formulary_2025.pdf,21,pending,"Suppository insertion, unwrapping, position, and retention"
Denosumab,"Prefilled syringe for injection: 60 mg, 120mg",injection,SC,"SC 
Pharmacologic 
Category 
Bone-Modifying Agent; RANK ligand (RANKL) inhibitor, Monoclonal Antibody. 
ATC: M05BX04 
Indications 
120 mg",self_injection,self_injection,needs_review,needs_review,false,,egypt_targeted_anticancer_formulary_2025.pdf,145,pending,Subcutaneous route requires clinical check for outpatient self-use
Fluticasone Propionate,Nasal Spray: micronized 0.05 mg /100,nasal_spray,Topical,,nasal,nasal_spray,yes,generic_technique,false,,egypt_otc_drug_list_2026.pdf,7,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
Mometasone Furoate Monohydrat,Nasal spray: 0.052 mg equivalent to,nasal_spray,Topical,,nasal,nasal_spray,yes,generic_technique,false,,egypt_otc_drug_list_2026.pdf,7,pending,"Nasal spray pump priming, head tilt, and ipsilateral/contralateral spraying technique"
As in insert leaflet in children weighing between 14 Kg and 28,"Kg (Approximately 2 to 9 years of age).: Carton box containing 1,2 or 3 (Al/Al) strips,each of 5 suppositories",kg_approximately_2_to_9_years_of_age,Topical,,rectal,suppository,yes,generic_technique,false,,egypt_otc_drug_list_2026.pdf,16,pending,"Suppository insertion, unwrapping, position, and retention"
As in insert leaflet in children aged 1 - 5 years (10 - 18 Kg).,Carton box containing one (PVC/PE) strip containing 5 suppositories,suppository,Rectal,,rectal,suppository,yes,generic_technique,false,,egypt_otc_drug_list_2026.pdf,16,pending,"Suppository insertion, unwrapping, position, and retention"
